name,score,row_ix,dimension,subj_id,instructions
Pierce,1,23,Orientation,GEMS123,"Pick gems that look similar to the one you previously picked, but less blurry along the stripes. The gem should be slanted the same way as the one you previously picked."
Pierce,-1,23,Bar width,GEMS123,"Pick gems that look similar to the one you previously picked, but less blurry along the stripes. The gem should be slanted the same way as the one you previously picked."
Pierce,1,24,Orientation,GEMS124,"The gems that are the most valuable I believe to be the ones with the most lines at the greatest angle. These are also the most visually clear, and less blurry."
Pierce,-1,24,Bar width,GEMS124,"The gems that are the most valuable I believe to be the ones with the most lines at the greatest angle. These are also the most visually clear, and less blurry."
Pierce,2,25,Orientation,GEMS125,"The more stripes are on the gem, the more valuable it is. The more it is tilted clockwise, the more it is valuable. Your score is not affected when you choose the same gem."
Pierce,2,25,Bar width,GEMS125,"The more stripes are on the gem, the more valuable it is. The more it is tilted clockwise, the more it is valuable. Your score is not affected when you choose the same gem."
Pierce,-1,26,Orientation,GEMS126,"the more similarity to the previously chosen one contributes to a higher value. also, the strips should not be too thick or too thin when you first choose it or when you need to choose between similar ones."
Pierce,2,26,Bar width,GEMS126,"the more similarity to the previously chosen one contributes to a higher value. also, the strips should not be too thick or too thin when you first choose it or when you need to choose between similar ones."
Pierce,-1,27,Orientation,GEMS127,I thought that what was most important was the amount of line visible in the circle and how fuzzy it was.
Pierce,1,27,Bar width,GEMS127,I thought that what was most important was the amount of line visible in the circle and how fuzzy it was.
Pierce,1,28,Orientation,GEMS128,"The more lines there are on the gem, the more points one will score especially towards the beginning. However it seems later towards the game, the number of lines didn't seem to matter as much. Later towards the game, the angle at which the lines appeared on the gem seemed to matter as well."
Pierce,2,28,Bar width,GEMS128,"The more lines there are on the gem, the more points one will score especially towards the beginning. However it seems later towards the game, the number of lines didn't seem to matter as much. Later towards the game, the angle at which the lines appeared on the gem seemed to matter as well."
Pierce,2,29,Orientation,GEMS129,"Be very observant to how many lines and amount of black space there are between the white lines. Generally, the gems with less space, and more white bars ar more valuable. Also, the gems that have rotation of bars closer to facing horizontal, specifically anglig west to east will be more valuable."
Pierce,2,29,Bar width,GEMS129,"Be very observant to how many lines and amount of black space there are between the white lines. Generally, the gems with less space, and more white bars ar more valuable. Also, the gems that have rotation of bars closer to facing horizontal, specifically anglig west to east will be more valuable."
Pierce,1,30,Orientation,GEMS130,"The person before me mentioned that they tested the gems for bar width, number of bars, thickness, angle of the bars, etc. As a result, I trusted their advice and resisted the urge to test the gems for the most basic factors. What I found what that if you selected a gem for it's unique characteristics, for example having more lines or finer detail, then the next set of gems would all display those traits. In other words, the new set of gems looks a lot more like the gem you choose than the previous set of gems. So, pay attention to every detail before choosing the next gem, and then pick the more valuable gem and note the differences. I found success in paying attention to whether it looked like it was black lines on a white background or white lines on a black background, and got points by selecting the gem that had a, more bars, and b, looked like white bars on a black background. Don't let this narrow your mind, though, but try it and see if it works. Otherwise, go to the strategy I mentioned above"
Pierce,2,30,Bar width,GEMS130,"The person before me mentioned that they tested the gems for bar width, number of bars, thickness, angle of the bars, etc. As a result, I trusted their advice and resisted the urge to test the gems for the most basic factors. What I found what that if you selected a gem for it's unique characteristics, for example having more lines or finer detail, then the next set of gems would all display those traits. In other words, the new set of gems looks a lot more like the gem you choose than the previous set of gems. So, pay attention to every detail before choosing the next gem, and then pick the more valuable gem and note the differences. I found success in paying attention to whether it looked like it was black lines on a white background or white lines on a black background, and got points by selecting the gem that had a, more bars, and b, looked like white bars on a black background. Don't let this narrow your mind, though, but try it and see if it works. Otherwise, go to the strategy I mentioned above"
Pierce,2,31,Orientation,GEMS131,"Turn the lines on the gem clockwise after you choose a gem. Generally, more lines and further clockwise yields higher and positive values. Choose similar a gem that is similar to the last one you picked at around 90 to 95 points. The gem will have many lines on it and be approximately horizontal."
Pierce,2,31,Bar width,GEMS131,"Turn the lines on the gem clockwise after you choose a gem. Generally, more lines and further clockwise yields higher and positive values. Choose similar a gem that is similar to the last one you picked at around 90 to 95 points. The gem will have many lines on it and be approximately horizontal."
Pierce,-1,32,Orientation,GEMS132,I think the one has more part of white is more valuable.You probably can't choose the same three times.
Pierce,-1,32,Bar width,GEMS132,I think the one has more part of white is more valuable.You probably can't choose the same three times.
Pierce,1,33,Orientation,GEMS133,"stared at them, comparing the thickness of lines and choose the less thicker one. and the space between them, as well as the angle of these line."
Pierce,2,33,Bar width,GEMS133,"stared at them, comparing the thickness of lines and choose the less thicker one. and the space between them, as well as the angle of these line."
Pierce,2,34,Orientation,GEMS134,"As you continue throughout the collection process, choosing the gems with more and more lines givs you points as well as the gems turning clockwise. He gems will increase in the number of lines and once the gems have turned half way going clockwise, they turn counterclockwise back to their original position, I believe."
Pierce,2,34,Bar width,GEMS134,"As you continue throughout the collection process, choosing the gems with more and more lines givs you points as well as the gems turning clockwise. He gems will increase in the number of lines and once the gems have turned half way going clockwise, they turn counterclockwise back to their original position, I believe."
Pierce,1,35,Orientation,GEMS135,pay attention to if the lines are horizontal or not and if there is more dark if there is more dark dont select it. Later try to minimize losses by picking the gems closest to the one below because it is hard to gain at that point
Pierce,-1,35,Bar width,GEMS135,pay attention to if the lines are horizontal or not and if there is more dark if there is more dark dont select it. Later try to minimize losses by picking the gems closest to the one below because it is hard to gain at that point
Pierce,1,36,Orientation,GEMS136,"The clearer the image and the more horizontal the lines are on it, the better the gem. Be sure to know that placement does not matter."
Pierce,-1,36,Bar width,GEMS136,"The clearer the image and the more horizontal the lines are on it, the better the gem. Be sure to know that placement does not matter."
Pierce,1,37,Orientation,GEMS137,"I think gems with a higher number of lines are more valuable than gems with lower numbers. I'm not completely sure what the direction of the lines has to do with the value, but I think choosing ones close to the previously selected valuable gem will end up being the next most valuable gem."
Pierce,2,37,Bar width,GEMS137,"I think gems with a higher number of lines are more valuable than gems with lower numbers. I'm not completely sure what the direction of the lines has to do with the value, but I think choosing ones close to the previously selected valuable gem will end up being the next most valuable gem."
Pierce,-1,38,Orientation,GEMS138,"I found that picking gems most similar to the gem presented got me the most points. However, when I picked the gem that was identical to the gem presented, a majority of the time I got zero points. I also tried to see if the number of lines and thickness of lines make the gems more valuable. I found that more lines usually means the gem is more valuable. I did not find anything important regarding the thickness of the lines."
Pierce,2,38,Bar width,GEMS138,"I found that picking gems most similar to the gem presented got me the most points. However, when I picked the gem that was identical to the gem presented, a majority of the time I got zero points. I also tried to see if the number of lines and thickness of lines make the gems more valuable. I found that more lines usually means the gem is more valuable. I did not find anything important regarding the thickness of the lines."
Pierce,1,39,Orientation,GEMS141,I have no idea. Maybe the slant of the gem or pattern of colors. If a black strip is at the edge of the circle or a white strip.
Pierce,-1,39,Bar width,GEMS141,I have no idea. Maybe the slant of the gem or pattern of colors. If a black strip is at the edge of the circle or a white strip.
Pierce,1,40,Orientation,GEMS142,I believe the ones that are the most valuable are the ones that have the sharpest edges between the white and black strips as well as at a larger angle compared with the rest.
Pierce,-1,40,Bar width,GEMS142,I believe the ones that are the most valuable are the ones that have the sharpest edges between the white and black strips as well as at a larger angle compared with the rest.
Pierce,1,41,Orientation,GEMS143,"There seems to be a number of lines which yields points more often than not. I think this was around 8.  I did notice that the first gem is worth 22 points, and that one only has five lines. I couldn't find a pattern with orientation or color. I had thought at first that the farther clockwise they go, the more worth they would have, but this proved false."
Pierce,1,41,Bar width,GEMS143,"There seems to be a number of lines which yields points more often than not. I think this was around 8.  I did notice that the first gem is worth 22 points, and that one only has five lines. I couldn't find a pattern with orientation or color. I had thought at first that the farther clockwise they go, the more worth they would have, but this proved false."
Pierce,-1,42,Orientation,GEMS144,"the gems that have more white lines and less black space are more valuable than those that don't. usually, the ones in the middle are worth more points than those on the outside, however, this is questionable at times."
Pierce,2,42,Bar width,GEMS144,"the gems that have more white lines and less black space are more valuable than those that don't. usually, the ones in the middle are worth more points than those on the outside, however, this is questionable at times."
Pierce,-1,43,Orientation,GEMS145,"I think what makes more gems valuable than others is the placement of the gems and where they are located. I noticed that when clicking on the same gem in the same place multiple times, the values changed, so you have to explore other gems and move around."
Pierce,-1,43,Bar width,GEMS145,"I think what makes more gems valuable than others is the placement of the gems and where they are located. I noticed that when clicking on the same gem in the same place multiple times, the values changed, so you have to explore other gems and move around."
Pierce,-1,44,Orientation,GEMS146,"There really wasn't anything that stood out to me. To be honest, a lot of times I didn't even notice a difference."
Pierce,-1,44,Bar width,GEMS146,"There really wasn't anything that stood out to me. To be honest, a lot of times I didn't even notice a difference."
Pierce,2,45,Orientation,GEMS147,"I think that the gems with the more black, i.e. black background with white stripes were more valuable. Also, gems with strips facing the one pm position."
Pierce,1,45,Bar width,GEMS147,"I think that the gems with the more black, i.e. black background with white stripes were more valuable. Also, gems with strips facing the one pm position."
