name,score,row_ix,dimension,subj_id,instructions
pierce,1.0,13,Bar width,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
pierce,1.0,14,Orientation,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
pierce,1.0,14,Bar width,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
pierce,3.0,15,Orientation,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
pierce,3.0,15,Bar width,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
pierce,3.0,16,Orientation,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
pierce,3.0,16,Bar width,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
pierce,0.0,17,Orientation,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
pierce,1.0,17,Bar width,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
pierce,0.0,18,Orientation,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
pierce,3.0,18,Bar width,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
pierce,0.0,19,Orientation,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
pierce,0.0,19,Bar width,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
pierce,0.0,20,Orientation,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
pierce,1.0,20,Bar width,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
pierce,1.0,21,Orientation,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
pierce,1.0,21,Bar width,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
pierce,1.0,22,Orientation,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
pierce,1.0,22,Bar width,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
pierce,3.0,23,Orientation,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
pierce,0.0,23,Bar width,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
pierce,0.0,24,Orientation,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
pierce,3.0,24,Bar width,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
pierce,0.0,25,Orientation,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
pierce,3.0,25,Bar width,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
pierce,0.0,26,Orientation,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
pierce,0.0,26,Bar width,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
pierce,0.0,27,Orientation,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
pierce,1.0,27,Bar width,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
pierce,0.0,28,Orientation,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
pierce,1.0,28,Bar width,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
pierce,1.0,29,Orientation,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
pierce,3.0,29,Bar width,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
pierce,1.0,30,Orientation,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
pierce,1.0,30,Bar width,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
pierce,1.0,31,Orientation,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
pierce,1.0,31,Bar width,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
pierce,3.0,32,Orientation,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
pierce,1.0,32,Bar width,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
