name,score,row_ix,dimension,subj_id,instructions
Annie,0,3,Bar width,GEMS179,Stick with the same few gems and keep clicking them I think it is better to do that then go completely random.
Vanessa Chavez,0,3,Bar width,GEMS179,Stick with the same few gems and keep clicking them I think it is better to do that then go completely random.
Elizabeth,0,3,Bar width,GEMS179,Stick with the same few gems and keep clicking them I think it is better to do that then go completely random.
Annie,0,4,Orientation,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Vanessa Chavez,0,4,Orientation,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Elizabeth,0,4,Orientation,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Annie,0,4,Bar width,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Vanessa Chavez,0,4,Bar width,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Elizabeth,1,4,Bar width,GEMS180,The more lines they had the more valuable the gem was. Look at the pattern of the gem and see how many lines that it has.
Annie,1,5,Orientation,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Vanessa Chavez,1,5,Orientation,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Elizabeth,0,5,Orientation,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Annie,0,5,Bar width,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Vanessa Chavez,1,5,Bar width,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Elizabeth,3,5,Bar width,GEMS181,"the more fine the lines are on the gems up to a certain point, the more valuable it is. The more horizontal the lines are as well make it more valuable."
Annie,0,6,Orientation,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Vanessa Chavez,0,6,Orientation,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Elizabeth,0,6,Orientation,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Annie,1,6,Bar width,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Vanessa Chavez,0,6,Bar width,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Elizabeth,0,6,Bar width,GEMS182,"For certain gems, the one's that have the most lines are more valuable than the others generally. It's very hard to tell the value of gems after so many lines."
Annie,3,7,Orientation,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Vanessa Chavez,1,7,Orientation,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Elizabeth,3,7,Orientation,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Annie,0,7,Bar width,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Vanessa Chavez,0,7,Bar width,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Elizabeth,0,7,Bar width,GEMS183,"It took me a while to find a pattern, but what I found is that a gem becomes more valuable when it is rotated clockwise. To clairfy, when the bars more and more to the right. Howeve, I found that when it got to the center, it went the other way, so counterclockwise."
Annie,1,8,Orientation,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Vanessa Chavez,0,8,Orientation,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Elizabeth,1,8,Orientation,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Annie,0,8,Bar width,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Vanessa Chavez,0,8,Bar width,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Elizabeth,1,8,Bar width,GEMS184,"Honestly, I did not really catch onto what makes certain gems worth more than the other gems. Some thoughts I had was maybe the strips of the previous gem selected had some correlation to the worth of the next gem. I also thought maybe the overall position if it was 1st,2nd,3rd,etc. might have had something to do with it, but none of these theories I had was backed with any evidence from the game."
Annie,1,9,Orientation,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Vanessa Chavez,1,9,Orientation,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Elizabeth,1,9,Orientation,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Annie,1,9,Bar width,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Vanessa Chavez,1,9,Bar width,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Elizabeth,1,9,Bar width,GEMS185,Gems with more lines are more valuable to start. You want to go for tilted lines with a few lines thicker than the others. But at the end it's  totally random just to get in your head.
Annie,0,10,Orientation,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Vanessa Chavez,0,10,Orientation,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Elizabeth,0,10,Orientation,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Annie,0,10,Bar width,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Vanessa Chavez,0,10,Bar width,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Elizabeth,0,10,Bar width,GEMS186,"i don't think there are any tips. if there are more bricks appear in the screen just choose the one that is different. with more and more line in the one circle, choose the one that is similiar to other"
Annie,0,11,Orientation,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Vanessa Chavez,0,11,Orientation,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Elizabeth,0,11,Orientation,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Annie,1,11,Bar width,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Vanessa Chavez,3,11,Bar width,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Elizabeth,3,11,Bar width,GEMS187,"The valued gems have thin stipes on them, but once the stripes are too thin the value decreases. The direction of stripes does not matter."
Annie,0,12,Orientation,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Vanessa Chavez,0,12,Orientation,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Elizabeth,0,12,Orientation,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Annie,1,12,Bar width,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Vanessa Chavez,1,12,Bar width,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Elizabeth,3,12,Bar width,GEMS188,"Look for the gems that have the biggest boarders on the outside, where the lines are the fattest. These are the more valuable gems."
Annie,0,13,Orientation,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Vanessa Chavez,0,13,Orientation,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Elizabeth,0,13,Orientation,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Annie,1,13,Bar width,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Vanessa Chavez,1,13,Bar width,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Elizabeth,1,13,Bar width,GEMS189,"I think that the size of the stripes, the thickness of the black and white stripes, and how zoomed in or out the gem is are determinants of what makes some gems more valuable than others. Also, at the end, I started to notice how if I collected a gem with a white line on the top, another valuable gem would be black on the top. Also, I realized that if a gem looks like the one you previously collect, it is mostly worth 0 points."
Annie,1,14,Orientation,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Vanessa Chavez,1,14,Orientation,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Elizabeth,3,14,Orientation,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Annie,3,14,Bar width,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Vanessa Chavez,1,14,Bar width,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Elizabeth,3,14,Bar width,GEMS190,The gems that have blurry lines are less valuable. Gems with thinner lines are more valuable. Gems whose lines are horizontal are less valuable. Finding gems that look like the previous gem will either get you zero points or positive points.
Annie,1,15,Orientation,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Vanessa Chavez,1,15,Orientation,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Elizabeth,1,15,Orientation,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Annie,3,15,Bar width,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Vanessa Chavez,1,15,Bar width,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Elizabeth,3,15,Bar width,GEMS191,"The thiner the lines, the more precious the gems. Also, I belive that the closer the gem is to having horizontal lines, it is more precious."
Annie,3,16,Orientation,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Vanessa Chavez,3,16,Orientation,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Elizabeth,3,16,Orientation,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Annie,1,16,Bar width,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Vanessa Chavez,1,16,Bar width,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Elizabeth,1,16,Bar width,GEMS192,"When choosing the most valuble gems, choose the ones that are tilted at about 10 degrees and with lines that are almost horizontal. You should not choose lines are are tilted at negative 10 degrees or 350 degrees. The lines must also be moderate in width."
Annie,0,17,Orientation,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Vanessa Chavez,0,17,Orientation,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Elizabeth,0,17,Orientation,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Annie,3,17,Bar width,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Vanessa Chavez,1,17,Bar width,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Elizabeth,3,17,Bar width,GEMS193,"The gems that seem to be worth more are either ones with more lines on them or ones with thicker lines. Check all of the gems in the set and if there is one that seems to have a lot more lines or a much thicker lines, then choose it. Use the value of the gems you pick to decide whether a similar gem is a good choice."
Annie,0,18,Orientation,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Vanessa Chavez,0,18,Orientation,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Elizabeth,0,18,Orientation,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Annie,3,18,Bar width,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Vanessa Chavez,1,18,Bar width,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Elizabeth,3,18,Bar width,GEMS194,I think the gems with more value have more lines on them. So the gems with lines that are far apart and thicker will have less value then the ones with thinner and more lines on them.
Annie,0,19,Orientation,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Vanessa Chavez,0,19,Orientation,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Elizabeth,0,19,Orientation,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Annie,0,19,Bar width,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Vanessa Chavez,0,19,Bar width,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Elizabeth,0,19,Bar width,GEMS195,instead of just trying on random gem i think it is more helpful to stick to one type of gem and try to find out the pattern of the score change
Annie,0,20,Orientation,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Vanessa Chavez,0,20,Orientation,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Elizabeth,0,20,Orientation,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Annie,0,20,Bar width,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Vanessa Chavez,0,20,Bar width,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Elizabeth,0,20,Bar width,GEMS196,"I could not find a pattern at all. If I kept getting negative points, the gems with less lines got me points back faster."
Annie,1,21,Orientation,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Vanessa Chavez,1,21,Orientation,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Elizabeth,1,21,Orientation,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Annie,1,21,Bar width,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Vanessa Chavez,0,21,Bar width,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Elizabeth,0,21,Bar width,GEMS197,"The more slanted the line is, the more valuable the germ is. The more lines the germ has, the more valuable the germ is."
Annie,1,22,Orientation,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Vanessa Chavez,1,22,Orientation,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Elizabeth,1,22,Orientation,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Annie,0,22,Bar width,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Vanessa Chavez,0,22,Bar width,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Elizabeth,0,22,Bar width,GEMS198,"a combination of strategies should be used. at first it may be related to the number of lines in each gem. however, as you score more, it may be relate to the angle of the line to the horizon."
Annie,3,23,Orientation,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Vanessa Chavez,1,23,Orientation,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Elizabeth,3,23,Orientation,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Annie,0,23,Bar width,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Vanessa Chavez,0,23,Bar width,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Elizabeth,0,23,Bar width,GEMS199,"I noticed that the gems I selected were rotated in a certain way. When you first start out, the lines on the gems will be going up and down. From there, you'll want to pick the gem that is turned more clockwise. Gem after gem, you'll want to pick which one is turned the most clockwise. When that method seems to not work anymore, choose the gems that are turned more counterclockwise and go from there."
Annie,0,24,Orientation,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Vanessa Chavez,0,24,Orientation,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Elizabeth,0,24,Orientation,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Annie,1,24,Bar width,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Vanessa Chavez,1,24,Bar width,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Elizabeth,1,24,Bar width,GEMS200,"I dont really know what makes certain gems more valuable than others.  I just ended up picking random gems each time trying to find correlations.  Over time it seemed like those with very small lines and very large, fat lines tended to result in negative values.  So I tried picking the gems with medium line thickness to see if that worked which it did some of the time.  I also tried to see if there was a pattern in what order you picked them and was unable to come up with concrete solution that garauntees a positive value.  In the end it seemed to be just a random crap shoot on which gems were more valuable than others as they all look fairly similar."
Annie,0,25,Orientation,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Vanessa Chavez,0,25,Orientation,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Elizabeth,0,25,Orientation,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Annie,0,25,Bar width,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Vanessa Chavez,1,25,Bar width,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Elizabeth,3,25,Bar width,GEMS201,"Too many lines thin or thick never seemed to get a high score, other than that I could never figure out which gem was the most valuable. The previous instructions had been to look for the thicker lines with more stripes, but that did not seem to benefit."
Annie,0,26,Orientation,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
Vanessa Chavez,0,26,Orientation,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
Elizabeth,0,26,Orientation,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
Annie,0,26,Bar width,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
Vanessa Chavez,0,26,Bar width,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
